country,iso3c,year,reserves,gdp_real,growth,inflation,current_account,openness,exports,credit,int_rate,ner,vix,fed_rate,tot_index,expo_fob,der_expo_pesos,tax_rate_eff,d_ln_ner,d_ln_res,d_int_rate,std_ner,std_res,std_int,empi_robust,empi,fiscal_primario,fiscal_financiero,brecha_anual,...1,dexmedia,z_ner,z_res,z_int,exceso_brecha,z_brecha,p_ner,p_res,p_int,exceso_bruto,z_bre,exceso,imputed_int,imputed_ner,imputed_res,ln_rentabilidad,ln_gdp,post2011,ARG,stress_ca,stress_high,L1_rent,L2_rent,L3_rent,empi_l1
Argentina,ARG,2015,25520565580.4894,594749285413.212,2.73115982828944,27.8,-6.00055803090057,22.4862260889792,10.7056520504538,14.4142330417064,-1.31470878459509,9.23318552472429,16.674126984127,0.1325,62.2576370239,56784,62145.23,11.8530538003506,0.13399706904323,-0.207667584796901,0.2695,1.83256358766391,-3.77928397524702,-0.897521401496986,3.52668043903129,-0.734244841812789,-4.41782806416475,-6.00055803090057,1.39818839203206,dexmedia,0.0,0.638471892121578,-1.32337649068267,0.0493402432516946,0.39818839203206,0.823133022596401,0.26120394868352,-0.946919215468707,1.12183017107693,0.39818839203206,4.26092528084408,0.39818839203206,0,0,0,3.7961038179532074,27.11140578463773,1.0,1.0,6.00055803090057,1.0,3.9186984647657828,3.8539270971352115,4.0534150829992734,6.93812955392935
Argentina,ARG,2016,38414518491.6131,582376550428.09,-2.08032784377811,40.7,-6.65466898257521,26.0938878488799,12.5270951690009,13.6676334273514,-7.00603984304116,14.7581750873396,15.8256349206349,0.395,54.2939987183,57733,73452.12,8.6207996322286,0.468993056214806,0.408950853380485,-5.69133105844607,6.71225556820669,7.41386633290789,-1.30795394372894,5.57509841532857,5.4338742959009,-4.76219904496881,-6.65466898257521,1.01319755717939,dexmedia,0.164315298507463,3.08255725867936,1.71697598192506,-0.634341055296482,0.0131975571793901,-0.503600695108417,0.91422028155659,1.86472733155264,-0.620718754721447,0.0131975571793901,0.141224119427672,0.0131975571793901,0,0,0,3.801798583481784,27.09038306933025,1.0,1.0,6.65466898257521,1.0,3.7961038179532074,3.9186984647657828,3.8539270971352115,-0.734244841812789
Argentina,ARG,2017,55314409205.2188,598790850843.677,2.81850297775918,24.7,-6.69334113157833,25.2896011376779,11.3202833596733,15.9584973420583,0.455892832330463,16.5627069251411,11.0902390438247,1.00166666666667,63.8414001465,58428,85671.23,8.85284100508608,0.115356424802568,0.364597965020604,7.46193267537162,1.56104598943531,6.60875166997244,-0.769833780542957,1.12647718029255,1.12647718029255,-4.22837888708276,-6.69334113157833,0.987624472654143,dexmedia,0.142600469214591,0.502472275539671,1.49828577507551,0.87428087032263,0.0,-0.591729217748039,0.224867259258658,1.66248776541821,0.813827470324065,0.0,0.0,0.0,0,0,0,4.015003354842066,27.118178210222982,1.0,1.0,6.69334113157833,1.0,3.801798583481784,3.7961038179532074,3.9186984647657828,5.4338742959009
Argentina,ARG,2018,66221501691.4418,583118120294.002,-2.61739646282038,47.6351603158401,-5.44114523017028,30.7625359549926,14.4366857499034,,4.56440909873508,28.0949916666667,16.6398406374502,1.83166666666667,75.2124023438,61622,154231.54,8.90858027513456,0.528437730689614,0.179971770294596,4.10851626640462,7.57818104282931,3.2573294282061,-0.473546539701588,3.61455071690576,3.61455071690576,-2.23798608113964,-5.44114523017028,0.980534922413166,dexmedia,0.131254081626054,3.51625755530189,0.587951810196736,0.489658648592863,0.0,-0.616160826234683,1.0300973213448,0.820632298972143,0.448090802388112,0.0,0.0,0.0,0,0,0,4.199268578789443,27.09165561048314,1.0,1.0,5.44114523017028,1.0,4.015003354842066,3.801798583481784,3.7961038179532074,1.12647718029255
Argentina,ARG,2019,44880566052.3702,571450737224.442,-2.00086100285785,53.975860249036,-4.44475766751875,32.6306150458499,17.9248783778462,14.4776292447323,12.1039696489827,48.1478916666667,15.3878571428571,2.15833333333333,59.7428245544,65115,215432.89,6.87153381321184,0.538686022556599,-0.389000335461581,7.53956055024762,7.72747757956918,-7.07092205856526,0.0701717877286132,0.744137951631764,0.490371742581635,-0.406549348588774,-4.44475766751875,1.02371474552441,dexmedia,0.156066170439569,3.59102770522456,-2.21747151398056,0.883184448662358,0.02371474552441,-0.467356953362903,1.05007458145975,-1.77375729020296,0.822293869015316,0.02371474552441,0.253766209050129,0.02371474552441,0,0,0,3.896929985019909,27.07144411738358,1.0,1.0,4.44475766751875,1.0,4.199268578789443,4.015003354842066,3.801798583481784,3.61455071690576
Argentina,ARG,2020,39403734630.1228,514874343768.066,-9.9004848136464,36.0213997331334,-8.67407139301434,30.203698807416,16.6054144372484,15.746489768328,-7.63517421630372,70.5391666666667,29.2513043478261,0.375833333333333,48.9641952515,54884,284561.23,7.35020833641015,0.381890760601889,-0.130144274331595,-19.7391438652864,5.44352699948105,-2.37204407987706,-1.35332421257676,9.35075554867542,3.75150123985378,-6.24023894494278,-8.67407139301434,1.52325678646179,dexmedia,0.202568095122662,2.44707070285955,-0.941133317165819,-2.24556385416004,0.52325678646179,1.254136674859,0.74442952631139,-0.593429707714582,-2.15282798935851,0.52325678646179,5.59925430882164,0.52325678646179,0,0,0,3.2438798227690535,26.96718871515572,1.0,1.0,8.67407139301434,1.0,3.896929985019909,4.199268578789443,4.015003354842066,0.490371742581635
Argentina,ARG,2021,39653498610.7828,568636554720.066,10.4418119882506,50.7815259803776,-4.33295192882827,33.078689567466,18.0667091690365,13.2644289814534,-11.8618379621172,94.9907416666667,19.6561507936508,0.08,99.5252227783,60875,412567.89,7.13469103975826,0.297611319601108,0.0063185821561226,-4.22666374581348,4.2158724519107,0.105094405734985,-1.65813170462722,8.83285224370425,2.03025172655265,-2.52605430828156,-4.33295192882827,1.63571088038992,dexmedia,0.194744598849353,1.83217931209738,-0.268277694541393,-0.466350108996662,0.63571088038992,1.64166963565141,0.580141434493937,0.0288113663189266,-0.460976427128447,0.63571088038992,6.80260051715161,0.63571088038992,0,0,0,3.8917378248418073,27.06650732308748,1.0,1.0,4.33295192882827,1.0,3.2438798227690535,3.896929985019909,4.199268578789443,3.75150123985378
Argentina,ARG,2022,44795335171.5152,602872713790.916,6.02074537534855,94.7545647562881,-3.83638509310149,31.5801792606256,16.2816677253254,12.8891009335255,-9.81968419782903,130.61655,25.6371484375,1.68333333333333,138.3132019043,77935,785641.23,7.71779997628624,0.318486500920405,0.121924826829144,2.04215376428817,4.51995249770583,2.20363378287603,-1.51086099545604,11.6044370820685,2.03356642256856,-1.72789684846827,-3.83638509310149,1.89440892460291,dexmedia,0.183345337048701,1.9844818086661,0.301740504848553,0.252655890946093,0.89440892460291,2.53318025587958,0.620833964778504,0.555950807056017,0.222725251527499,0.89440892460291,9.57087065949995,0.89440892460291,0,0,0,4.088074853182111,27.124971923150735,1.0,1.0,3.83638509310149,0.0,3.8917378248418073,3.2438798227690535,3.896929985019909,2.03025172655265
Argentina,ARG,2023,23080560550.2946,591684674129.454,-1.85578803046339,211.198471676089,-5.3295890898663,26.6769512482215,12.8223120961047,15.3570823376104,-17.2542810000346,296.258041666667,16.8490272373541,5.02416666666667,85.9533615112,88446,1254321.45,4.78696778548249,0.818964905315876,-0.663113279744234,-7.43459680220557,11.8101831256544,-12.0467502154976,-2.04700982156771,13.5057316081419,2.90115388648221,-2.79520803827296,-5.3295890898663,1.99101004426207,dexmedia,0.166757086618576,5.63590448625973,-3.56903662511628,-0.834286025338755,0.99101004426207,2.86608159019028,1.5964294490107,-3.02365295593143,-0.810846113418869,0.99101004426207,10.6045777216597,0.99101004426207,0,0,0,3.5827327046166904,27.10623968487305,1.0,1.0,5.3295890898663,1.0,4.088074853182111,3.8917378248418073,3.2438798227690535,2.03356642256856
Australia,AUS,1995,14951886130.3736,709528553282.314,3.89017188961647,4.62776445368168,-2.5987227624314,37.646874037201,17.8435719765847,69.6679496736804,8.02236263480293,1.3490325,12.3887698412698,5.83666666666667,97.8199691772,20963,0.0,0.0,-0.0541982565421203,0.15175580752074,-1.19102374603792,,,-0.224174881972755,0.0,0.0,-0.497488671775232,-2.5987227624314,1.0,dexmedia,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,1,1,4.583128740014044,27.287866576968323,0.0,0.0,2.5987227624314,0.0,,,,
Australia,AUS,1996,17402141301.7261,736956619705.757,3.86567479160071,2.61537902431631,-1.45367196782754,38.1740208800895,18.8609762036441,71.3863767702869,6.83133888876501,1.27786333333333,16.4421653543307,5.29833333333333,97.8765869141,23809,0.0,0.0,-0.0541982565421203,0.15175580752074,-1.19102374603792,-2.97225556248573,3.26038352391198,-0.310066020429641,-0.167572537728634,-0.167572537728634,0.567265448185322,-1.45367196782754,1.0,dexmedia,0.0,-0.734575723168662,0.448827731390287,-0.118175454049742,0.0,,-0.105650061763642,0.691973618997392,-0.1298976933326,0.0,0.0,0.0,0,0,0,4.583707367861264,27.325794866759914,0.0,0.0,1.45367196782754,0.0,4.583128740014044,,,0.0
Australia,AUS,1997,17588261223.5229,765830271632.661,3.91795814771731,0.224895027032537,-0.492189543539983,37.9217014956962,19.0977036336863,75.201469832279,5.82323813876082,1.34738,22.363984063745,5.46,97.8796005249,26431,0.0,0.0,0.0529725537189166,0.0106384416140983,-1.00810075000419,2.88799654152417,0.18725838725162,-0.382765596223274,-0.10245483656665,-0.10245483656665,1.21834525336123,-0.492189543539983,1.0,dexmedia,0.0,0.047327998403337,-0.246977819981697,-0.0971949850117105,0.0,,0.103260767582662,0.0485089899653031,-0.109947398200942,0.0,0.0,0.0,0,0,0,4.583738157292133,27.364226404632028,0.0,0.0,0.492189543539983,0.0,4.583707367861264,4.583128740014044,,-0.167572537728634
Australia,AUS,1998,15377553384.6145,801646726961.596,4.67681373479508,0.860129922016289,-0.245300974162479,39.9240664596368,19.5240007251128,78.974896120816,5.48226492899418,1.59182833333333,25.6029761904762,5.35333333333333,97.5661621094,26432,0.0,0.0,0.166721284755108,-0.134322829880585,-0.34097320976664,9.10801018128036,-2.96957581533167,-0.40735501122661,-0.0638347583384482,-0.0638347583384482,1.14045182690607,-0.245300974162479,1.0,dexmedia,0.0,0.877223339351652,-0.961736466388622,-0.0206783686985213,0.0,,0.324994107845555,-0.612483016135883,-0.0371878676510361,0.0,0.0,0.0,0,0,0,4.580530733606041,27.40993385769585,0.0,0.0,0.245300974162479,0.0,4.583738157292133,4.583707367861264,4.583128740014044,-0.10245483656665
Australia,AUS,1999,21955814712.2323,841955290889.975,5.02822035850596,1.48313946657267,0.664529995836096,38.9602467102359,18.2621440737691,83.9046994061809,6.05604022023678,1.54995,24.3729761904762,4.97,97.7981185913,23309,0.0,0.0,-0.0266605784409212,0.356123137902756,0.5737752912426,-1.4664744137961,7.71090863167664,-0.365976984006581,0.838595212911083,0.838595212911083,1.64331095655664,0.664529995836096,1.0,dexmedia,0.0,-0.533664552129327,1.45649905578953,0.0842392907491246,0.0,,-0.0519701543673965,1.62384438901687,0.0625781703107049,0.0,0.0,0.0,0,0,0,4.5829053395479615,27.45899275107346,0.0,0.0,0.664529995836096,0.0,4.580530733606041,4.583738157292133,4.583707367861264,-0.0638347583384482
