anio_tratamiento,rmspe_pre,rmspe_post,ratio,tipo,percentil
2007,0.8017095276558409,2.9578279020801768,3.6894009613790164,placebo,40.0
2008,0.8171239788708466,3.1314705683064776,3.8323077639133056,placebo,60.0
2009,1.6364683800131186,3.2302996203940104,1.9739456379646731,placebo,20.0
2010,0.6823532717898881,3.2974989497952416,4.832539222894817,placebo,80.0
2011,0.6952155938242863,3.437853561645085,4.945017908378494,real,100.0
