,count,mean,std,min,25%,50%,75%,max
empi,348.0,-1.4292526294025004e-16,1.6368506898328041,-9.91559308066561,-0.5824313981027408,0.0,0.520954606561541,12.9088199710677
empi_robust,348.0,0.14379907186974716,2.0619140743307964,-9.91559308066561,-0.5544840163188876,0.0,0.5687887015692242,13.5057316081419
ln_rentabilidad,348.0,4.370731805285565,0.32876961105107555,3.2438798227690535,4.208192451940237,4.545340193654077,4.6004824730083955,4.820600349646876
ln_gdp,348.0,26.308844836169907,1.2264134618012144,23.736745039739453,25.641562615907922,26.333072465724797,27.165695586605132,28.30451674808545
openness,348.0,51.71770294469326,17.3890517847668,15.6355914783829,37.97041197230833,52.51307153874415,66.022118366462,118.064074196549
current_account,348.0,-0.746481830542275,4.55679888789893,-11.6368880863939,-3.23353577281517,-1.4805825475410201,0.7549027343022443,24.6683423655729
brecha_anual,348.0,1.013277676680863,0.09348486316830941,0.980534922413166,1.0,1.0,1.0,1.99101004426207
dexmedia,348.0,0.013075118466187951,0.05368029490975795,0.0,0.0,0.0,0.0,0.325258166540676
