periodo,var_ln_rent,share_ln_tot,share_ln_1mdex,share_ln_brecha
1995-2002,0.005337331827092799,0.8777322646445392,0.13359180227190962,-0.011324066916448454
2003-2010,0.043148242862537475,1.268432468163644,-0.24350581704894278,-0.024926651114700934
2011-2023,0.07339392023177313,0.6548219235855284,-0.07935235926131956,0.4245304356757918
